src_ip,dst_ip,src_port,dst_port,protocol,packet_size,is_malicious
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,698,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,37.229.181.149,64195.0,53342.0,6.0,74,0
37.229.181.149,192.168.63.145,53342.0,64195.0,6.0,74,0
192.168.63.145,37.229.181.149,64195.0,53342.0,6.0,74,0
37.229.181.149,192.168.63.145,53342.0,64195.0,6.0,74,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,562,0
192.168.63.145,37.229.181.149,64195.0,53342.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,786,0
37.229.181.149,192.168.63.145,53342.0,64195.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,882,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,155.133.252.68,64192.0,27020.0,6.0,108,0
155.133.252.68,192.168.63.145,27020.0,64192.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,187,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,6769,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,578,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1454,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1454,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1454,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,2631,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,354,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,105,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,85,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,328,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,132,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,149.154.167.41,60974.0,443.0,6.0,175,0
149.154.167.41,192.168.63.145,443.0,60974.0,6.0,54,0
149.154.167.41,192.168.63.145,443.0,60974.0,6.0,674,0
192.168.63.145,149.154.167.41,60974.0,443.0,6.0,54,0
192.168.63.145,3.233.158.25,60753.0,443.0,6.0,55,0
3.233.158.25,192.168.63.145,443.0,60753.0,6.0,66,0
192.168.63.145,3.233.158.25,60754.0,443.0,6.0,55,0
3.233.158.25,192.168.63.145,443.0,60754.0,6.0,66,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,432,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,85,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,89,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,192.168.63.71,,,17.0,85,0
192.168.63.145,192.168.63.71,,,17.0,85,0
192.168.63.145,192.168.63.71,,,17.0,85,0
192.168.63.71,192.168.63.145,,,17.0,162,0
192.168.63.71,192.168.63.145,,,17.0,150,0
192.168.63.71,192.168.63.145,,,17.0,208,0
192.168.63.145,35.186.224.28,,,17.0,1292,0
192.168.63.145,35.186.224.28,,,17.0,1292,0
192.168.63.145,35.186.224.28,,,17.0,1292,0
35.186.224.28,192.168.63.145,,,17.0,82,0
35.186.224.28,192.168.63.145,,,17.0,1292,0
35.186.224.28,192.168.63.145,,,17.0,1292,0
192.168.63.145,35.186.224.28,,,17.0,206,0
192.168.63.145,35.186.224.28,,,17.0,1150,0
35.186.224.28,192.168.63.145,,,17.0,626,0
35.186.224.28,192.168.63.145,,,17.0,163,0
192.168.63.145,35.186.224.28,,,17.0,74,0
35.186.224.28,192.168.63.145,,,17.0,69,0
192.168.63.145,35.186.224.28,,,17.0,74,0
35.186.224.28,192.168.63.145,,,17.0,537,0
192.168.63.145,35.186.224.28,,,17.0,78,0
35.186.224.28,192.168.63.145,,,17.0,66,0
192.168.63.145,35.186.224.28,60759.0,443.0,6.0,66,1
35.186.224.28,192.168.63.145,443.0,60759.0,6.0,66,0
192.168.63.145,35.186.224.28,60759.0,443.0,6.0,54,0
192.168.63.145,35.186.224.28,60759.0,443.0,6.0,2113,0
35.186.224.28,192.168.63.145,443.0,60759.0,6.0,54,0
35.186.224.28,192.168.63.145,443.0,60759.0,6.0,54,0
35.186.224.28,192.168.63.145,443.0,60759.0,6.0,266,0
192.168.63.145,35.186.224.28,60759.0,443.0,6.0,118,0
35.186.224.28,192.168.63.145,443.0,60759.0,6.0,672,0
192.168.63.145,35.186.224.28,60759.0,443.0,6.0,54,0
192.168.63.145,149.154.167.41,60974.0,443.0,6.0,175,0
192.168.63.145,142.251.9.188,60962.0,5228.0,6.0,55,0
142.251.9.188,192.168.63.145,5228.0,60962.0,6.0,66,0
149.154.167.41,192.168.63.145,443.0,60974.0,6.0,54,0
192.168.63.145,35.186.224.44,60571.0,443.0,6.0,89,0
35.186.224.44,192.168.63.145,443.0,60571.0,6.0,54,0
192.168.63.145,192.168.63.255,,,17.0,86,0
192.168.63.145,37.229.181.149,64195.0,53342.0,6.0,170,0
37.229.181.149,192.168.63.145,53342.0,64195.0,6.0,54,0
192.168.63.145,158.120.16.201,60575.0,12975.0,6.0,158,0
158.120.16.201,192.168.63.145,12975.0,60575.0,6.0,54,0
,,,,,42,0
,,,,,42,0
192.168.63.145,172.64.155.209,60614.0,443.0,6.0,234,0
192.168.63.145,172.64.155.209,60614.0,443.0,6.0,1571,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,54,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,54,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,54,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,906,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,101,0
192.168.63.145,172.64.155.209,60614.0,443.0,6.0,54,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,85,0
192.168.63.145,172.64.155.209,60614.0,443.0,6.0,89,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,54,0
192.168.63.145,172.64.155.209,60747.0,443.0,6.0,55,0
172.64.155.209,192.168.63.145,443.0,60747.0,6.0,66,0
192.168.63.145,172.64.155.209,60748.0,443.0,6.0,55,0
172.64.155.209,192.168.63.145,443.0,60748.0,6.0,66,0
192.168.63.145,40.74.3.100,,,17.0,103,0
40.74.3.100,192.168.63.145,,,17.0,151,0
192.168.63.145,149.154.167.41,60974.0,443.0,6.0,207,0
162.159.134.234,192.168.63.145,443.0,60579.0,6.0,119,0
149.154.167.41,192.168.63.145,443.0,60974.0,6.0,54,0
149.154.167.41,192.168.63.145,443.0,60974.0,6.0,143,0
192.168.63.145,162.159.134.234,60579.0,443.0,6.0,54,0
192.168.63.145,149.154.167.41,60974.0,443.0,6.0,54,0
192.168.63.145,192.168.63.71,,,17.0,82,0
149.154.167.41,192.168.63.145,443.0,60974.0,6.0,159,0
192.168.63.145,149.154.167.41,60974.0,443.0,6.0,175,0
192.168.63.71,192.168.63.145,,,17.0,189,0
192.168.63.145,18.244.146.29,60760.0,443.0,6.0,66,1
18.244.146.29,192.168.63.145,443.0,60760.0,6.0,66,0
192.168.63.145,18.244.146.29,60760.0,443.0,6.0,54,0
192.168.63.145,18.244.146.29,60760.0,443.0,6.0,698,0
192.168.63.145,35.186.224.45,60599.0,443.0,6.0,97,0
18.244.146.29,192.168.63.145,443.0,60760.0,6.0,54,0
18.244.146.29,192.168.63.145,443.0,60760.0,6.0,279,0
192.168.63.145,18.244.146.29,60760.0,443.0,6.0,60,0
192.168.63.145,18.244.146.29,60760.0,443.0,6.0,128,0
149.154.167.41,192.168.63.145,443.0,60974.0,6.0,54,0
192.168.63.145,18.244.146.29,60760.0,443.0,6.0,302,0
35.186.224.45,192.168.63.145,443.0,60599.0,6.0,54,0
35.186.224.45,192.168.63.145,443.0,60599.0,6.0,94,0
18.244.146.29,192.168.63.145,443.0,60760.0,6.0,54,0
18.244.146.29,192.168.63.145,443.0,60760.0,6.0,233,0
18.244.146.29,192.168.63.145,443.0,60760.0,6.0,709,0
18.244.146.29,192.168.63.145,443.0,60760.0,6.0,214,0
192.168.63.145,18.244.146.29,60760.0,443.0,6.0,54,0
192.168.63.145,192.168.63.71,,,17.0,86,0
192.168.63.145,35.186.224.45,60599.0,443.0,6.0,54,0
192.168.63.71,192.168.63.145,,,17.0,150,0
192.168.63.145,13.227.146.84,60761.0,443.0,6.0,66,1
13.227.146.84,192.168.63.145,443.0,60761.0,6.0,66,0
192.168.63.145,13.227.146.84,60761.0,443.0,6.0,54,0
192.168.63.145,13.227.146.84,60761.0,443.0,6.0,702,0
13.227.146.84,192.168.63.145,443.0,60761.0,6.0,54,0
13.227.146.84,192.168.63.145,443.0,60761.0,6.0,279,0
192.168.63.145,13.227.146.84,60761.0,443.0,6.0,60,0
192.168.63.145,13.227.146.84,60761.0,443.0,6.0,128,0
192.168.63.145,13.227.146.84,60761.0,443.0,6.0,306,0
13.227.146.84,192.168.63.145,443.0,60761.0,6.0,54,0
13.227.146.84,192.168.63.145,443.0,60761.0,6.0,54,0
13.227.146.84,192.168.63.145,443.0,60761.0,6.0,233,0
13.227.146.84,192.168.63.145,443.0,60761.0,6.0,1057,0
192.168.63.145,13.227.146.84,60761.0,443.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,6784,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,93,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,752,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,93,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,614,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,87,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,5686,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,4278,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,89,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,1462,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,1245,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,85,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
149.154.167.41,192.168.63.145,443.0,60974.0,6.0,786,0
192.168.63.145,149.154.167.41,60974.0,443.0,6.0,54,0
192.168.63.145,35.186.224.24,,,17.0,1292,0
192.168.63.145,35.186.224.24,,,17.0,1292,0
192.168.63.145,35.186.224.24,60964.0,443.0,6.0,134,0
192.168.63.145,35.186.224.24,60964.0,443.0,6.0,93,0
192.168.63.145,35.186.224.24,60964.0,443.0,6.0,11519,0
35.186.224.24,192.168.63.145,,,17.0,82,0
35.186.224.24,192.168.63.145,443.0,60964.0,6.0,54,0
35.186.224.24,192.168.63.145,443.0,60964.0,6.0,54,0
35.186.224.24,192.168.63.145,443.0,60964.0,6.0,93,0
35.186.224.24,192.168.63.145,,,17.0,1292,0
35.186.224.24,192.168.63.145,443.0,60964.0,6.0,54,0
35.186.224.24,192.168.63.145,443.0,60964.0,6.0,54,0
35.186.224.24,192.168.63.145,,,17.0,1292,0
192.168.63.145,35.186.224.24,,,17.0,209,0
35.186.224.24,192.168.63.145,443.0,60964.0,6.0,142,0
192.168.63.145,35.186.224.24,60964.0,443.0,6.0,54,0
192.168.63.145,35.186.224.24,60964.0,443.0,6.0,93,0
192.168.63.145,104.154.127.247,60570.0,4070.0,6.0,1364,0
35.186.224.24,192.168.63.145,,,17.0,626,0
35.186.224.24,192.168.63.145,,,17.0,163,0
192.168.63.145,35.186.224.24,,,17.0,73,0
35.186.224.24,192.168.63.145,443.0,60964.0,6.0,54,0
35.186.224.24,192.168.63.145,,,17.0,66,0
104.154.127.247,192.168.63.145,4070.0,60570.0,6.0,164,0
192.168.63.145,104.154.127.247,60570.0,4070.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,5474,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,676,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,364,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,132,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60753.0,6.0,93,0
192.168.63.145,3.233.158.25,60753.0,443.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60754.0,6.0,528,0
3.233.158.25,192.168.63.145,443.0,60754.0,6.0,54,0
192.168.63.145,3.233.158.25,60754.0,443.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,8454,0
3.233.158.25,192.168.63.145,443.0,60753.0,6.0,78,0
192.168.63.145,3.233.158.25,60753.0,443.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60753.0,6.0,54,0
37.229.181.149,192.168.63.145,53342.0,64195.0,6.0,298,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1454,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1730,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,37.229.181.149,64195.0,53342.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1454,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,66,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,66,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,74,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1454,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
192.168.63.145,18.244.146.29,60760.0,443.0,6.0,94,0
192.168.63.145,18.244.146.29,60760.0,443.0,6.0,94,0
192.168.63.145,18.244.146.29,60760.0,443.0,6.0,54,0
18.244.146.29,192.168.63.145,443.0,60760.0,6.0,54,0
18.244.146.29,192.168.63.145,443.0,60760.0,6.0,54,0
192.168.63.145,18.244.146.29,60760.0,443.0,6.0,54,0
192.168.63.145,172.64.155.209,60614.0,443.0,6.0,233,0
192.168.63.145,172.64.155.209,60614.0,443.0,6.0,833,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,1462,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,56,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,119,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,54,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,802,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,245,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,612,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,132,0
192.168.63.145,172.64.155.209,60614.0,443.0,6.0,54,0
192.168.63.145,172.64.155.209,60614.0,443.0,6.0,89,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,5365,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1783,0
192.168.63.145,149.154.167.41,60974.0,443.0,6.0,303,0
172.64.155.209,192.168.63.145,443.0,60614.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
149.154.167.41,192.168.63.145,443.0,60974.0,6.0,54,0
149.154.167.41,192.168.63.145,443.0,60974.0,6.0,143,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,319,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,132,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,850,0
192.168.63.145,149.154.167.41,60974.0,443.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,5365,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,1638,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,329,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,132,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
37.229.181.149,192.168.63.145,53342.0,64195.0,6.0,298,0
192.168.63.145,37.229.181.149,64195.0,53342.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,178,0
37.229.181.149,192.168.63.145,53342.0,64195.0,6.0,298,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,970,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,754,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,346,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,226,0
192.168.63.145,37.229.181.149,64195.0,53342.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,89,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,266,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,149.154.167.41,60974.0,443.0,6.0,319,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,538,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
149.154.167.41,192.168.63.145,443.0,60974.0,6.0,143,0
192.168.63.145,192.168.63.71,,,17.0,88,0
192.168.63.145,192.168.63.71,,,17.0,88,0
192.168.63.145,192.168.63.71,,,17.0,88,0
192.168.63.145,149.154.167.41,60974.0,443.0,6.0,54,0
192.168.63.71,192.168.63.145,,,17.0,172,0
192.168.63.71,192.168.63.145,,,17.0,136,0
192.168.63.71,192.168.63.145,,,17.0,175,0
192.168.63.145,3.233.158.25,60754.0,443.0,6.0,54,0
192.168.63.145,172.64.155.209,60748.0,443.0,6.0,54,0
172.64.155.209,192.168.63.145,443.0,60748.0,6.0,54,0
192.168.63.145,172.64.155.209,60748.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,674,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60754.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,394,0
192.168.63.145,3.233.158.25,60764.0,443.0,6.0,66,1
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60764.0,6.0,66,0
192.168.63.145,3.233.158.25,60764.0,443.0,6.0,54,0
192.168.63.145,3.233.158.25,60764.0,443.0,6.0,2031,0
37.229.181.149,192.168.63.145,53342.0,64195.0,6.0,298,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,338,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,37.229.181.149,64195.0,53342.0,6.0,54,0
192.168.63.145,18.244.102.34,60757.0,443.0,6.0,54,0
192.168.63.145,108.138.51.94,60756.0,443.0,6.0,54,0
192.168.63.145,3.233.158.25,60765.0,443.0,6.0,66,1
108.138.51.94,192.168.63.145,443.0,60756.0,6.0,54,0
18.244.102.34,192.168.63.145,443.0,60757.0,6.0,54,0
192.168.63.145,108.138.51.94,60756.0,443.0,6.0,54,0
192.168.63.145,18.244.102.34,60757.0,443.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60764.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60764.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60764.0,6.0,2654,0
3.233.158.25,192.168.63.145,443.0,60764.0,6.0,982,0
192.168.63.145,3.233.158.25,60764.0,443.0,6.0,54,0
192.168.63.145,3.233.158.25,60764.0,443.0,6.0,118,0
192.168.63.145,3.233.158.25,60764.0,443.0,6.0,146,0
192.168.63.145,3.233.158.25,60764.0,443.0,6.0,744,0
192.168.63.145,3.233.158.25,60764.0,443.0,6.0,1358,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,346,0
3.233.158.25,192.168.63.145,443.0,60765.0,6.0,66,0
192.168.63.145,3.233.158.25,60765.0,443.0,6.0,54,0
192.168.63.145,3.233.158.25,60765.0,443.0,6.0,2095,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60764.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60764.0,6.0,581,0
192.168.63.145,3.233.158.25,60764.0,443.0,6.0,85,0
3.233.158.25,192.168.63.145,443.0,60764.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60764.0,6.0,363,0
192.168.63.145,3.233.158.25,60764.0,443.0,6.0,89,0
3.233.158.25,192.168.63.145,443.0,60765.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60765.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60765.0,6.0,2514,0
192.168.63.145,3.233.158.25,60765.0,443.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60765.0,6.0,1122,0
192.168.63.145,3.233.158.25,60765.0,443.0,6.0,118,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,474,0
3.233.158.25,192.168.63.145,443.0,60764.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60764.0,6.0,54,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
3.233.158.25,192.168.63.145,443.0,60765.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,266,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,266,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,282,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,306,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,216.58.215.100,,,17.0,1292,0
192.168.63.145,216.58.215.100,,,17.0,1292,0
192.168.63.145,216.58.215.100,,,17.0,119,0
216.58.215.100,192.168.63.145,,,17.0,82,0
216.58.215.100,192.168.63.145,,,17.0,1292,0
216.58.215.100,192.168.63.145,,,17.0,1292,0
216.58.215.100,192.168.63.145,,,17.0,448,0
216.58.215.100,192.168.63.145,,,17.0,886,0
216.58.215.100,192.168.63.145,,,17.0,222,0
192.168.63.145,216.58.215.100,,,17.0,120,0
192.168.63.145,216.58.215.100,,,17.0,73,0
216.58.215.100,192.168.63.145,,,17.0,66,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,442,0
192.168.63.145,216.58.215.100,,,17.0,74,0
216.58.215.100,192.168.63.145,,,17.0,162,0
192.168.63.145,216.58.215.100,,,17.0,74,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,330,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,354,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,362,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,89,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,450,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,298,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,13.227.146.84,60761.0,443.0,6.0,94,0
192.168.63.145,13.227.146.84,60761.0,443.0,6.0,94,0
192.168.63.145,13.227.146.84,60761.0,443.0,6.0,54,0
13.227.146.84,192.168.63.145,443.0,60761.0,6.0,54,0
13.227.146.84,192.168.63.145,443.0,60761.0,6.0,54,0
13.227.146.84,192.168.63.145,443.0,60761.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,322,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,149.154.167.41,60974.0,443.0,6.0,383,0
13.227.146.84,192.168.63.145,443.0,60761.0,6.0,54,0
192.168.63.145,13.227.146.84,60761.0,443.0,6.0,54,0
149.154.167.41,192.168.63.145,443.0,60974.0,6.0,674,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,282,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
192.168.63.145,149.154.167.41,60974.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,298,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,298,0
192.168.63.145,104.18.32.47,60610.0,443.0,6.0,54,0
104.18.32.47,192.168.63.145,443.0,60610.0,6.0,210,0
